Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Bangalows,SATORI VILLA,"KORATUWA GEDARA, MATARAMBA ROAD, UNAWATUNA, GALLE.",4,DELUXE,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.271419,6.021524
Bangalows,GALKANDA WALAUWE,"27, WALALA, MENIKHINNA",3,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.687187,7.319149
Bangalows,HILL WAY TOUR INN,"102 1/1, RAJAPIHILLAWA MAWATHA, KANDY",5,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.649055,7.283988
Bangalows,IVORY BUNGALOW,"HASTHI LANKA, TEMPLE ROAD, GANEHIMULLA, DEVALAPOLA",4,DELUXE,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,NULL,NULL
Bangalows,DICK OYA BUNGALOW,"HATTON MASKELIYA ROAD, DICK OYA ESTATE, DICK OYA",4,DELUXE,Nuwara Eliya,Hatton-Dickoya,Ambagamuwa Divisional Secretariat,NULL,NULL
Bangalows,MANGO VILLA,"54, TEMPLERS ROAD, MOUNT LAVINIA",4,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL
Bangalows,DEERPOINT BUNGALOW,"18/7A,SISIL SEWANA, SIRIMALWATTA, KANDY",6,SUPERIOR,Kandy,Kundasle,Kandy Divisional Secretariat,80.650061,7.300052
Bangalows,SERENITY LAKE FRONT VILLA,"90/15(90/13A), BILYMORIA MAWATHA, IHALA INDEBEDDA, MORATUWA",4,DELUXE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.900295,6.77621
Bangalows,GALKADAWALA FOREST LODGE,"GALKADAWALA, PALUGASWEWA, HABARANA",4,DELUXE,Polonnaruwa,Palugaswewa,Palugaswewa,80.69252,8.031355
Bangalows,AMALI RESIDANCE,"62/10, OLD KOTTAWA ROAD, DABARE ROAD, MIRIHANA, NUGEGODA",5,DELUXE,Colombo,Kotte Muncipal Council,Sri jayawadanapura,NULL,NULL
Bangalows,ABEYS VILLA,"140, GALLE ROAD,PINWATTE,PANADURA",5,DELUXE,Kalutara,Panadura Pradeshiya Sabha,Kalutara Divisional Secretariat,79.918264,6.686462
Bangalows,KOTHMALE HOLIDAY BUNGALOW,"126, NAWA NUGAWELA, GAMPOLA",3,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.592182,7.063135
Bangalows,PEACOCK RESIDENCE,"NIDANGALA WATTE, MALIGATENNA, 5 ELA, SHRAWASTIPURA",5,STANDARD,Anuradhapura,Anuradhapura,Anuradhapura East,80.38993,8.308446
Bangalows,THAMBILI BEACH HOUSE,"400, GURU KANDA, DALAWELLA, UNAWATUNA, GALLE",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Bangalows,PLANTATION VILLA,"PLANTATION VILLA, WATTALAYA WATTE, NEHINNA, DODANGODA",8,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.062346,6.548825
Bangalows,VILLA MAYURANA,"PELASSA ROAD, SANTHOSAGAMA 80650, AHANGAMA",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.341569,6.007656
Bangalows,BOLGODA COTTAGE,"149, GALKANUWA ROAD, GORAKANA, KESELWATTE, MORATUWA",4,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Bangalows,ROYAL COCOON,"2, WEDDERBURN ROAD, NUWARA ELIYA",7,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770444,6.968445
Bangalows,APSARA,"332, WELIPENNA ROAD, ALUTHGAMA",3,DELUXE,Kalutara,Aluthgama,Aluthgama,80.003386,6.433525
Bangalows,PASMEEGODA ESTATE BUNGALOW,"PASMEEGODA ESTATE, KOHOLANA, KALUTARA",4,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.966016,6.588994
Bangalows,HILL CREST VILLA,"3, HILL CREST VILLA GREEN, UDA PERADENIYA, KANDY",5,SUPERIOR,Kandy,Kandy,Gagawata,80.61694,7.257661
Bangalows,MANGO HOUSE,"3, LEYN BAAN CROSS STREET, GALLE FORT, GALLE",7,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.218427,6.026796
Bangalows,THE KANDYAN VILLA,"532/30, HEERASSAGALA ROAD, HEERASSAGALA, KANDY",3,DELUXE,Kandy,Gagawata Koralya,Gagawata,80.622027,7.266516
Bangalows,SPLASHBUG RESIDENCIES,"42/2, WATAMAWATHA ROAD, NAWINNA, MAHARAGAMA",5,SUPERIOR,Colombo,Colombo,Maharagama Divisional Secretariat,NULL,NULL
Bangalows,FORT BLISS,"84, LIGHT HOUSE STREET, FORT, GALLE",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.217201,6.024691
Bangalows,HERITAGE LIFE,"46/100,. KASAPAGAMA, PIDURANGALA, SIGIRIYA",3,DELUXE,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
Bangalows,1ST CHOICE,"9/1, FIRST LANE, RATMALANA, MOUNT LAVINIA",5,STANDARD,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.875503,6.819636
Bangalows,VILLA BAYWATCH,"PEELA ROAD, BUONAVISTA, RUMASSALA, GALLE",6,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.23837,6.016349
Bangalows,KETHA TOURIST BUNGALOW,"INDURUOWITA, THITHAGALLA, AHANGAMA",3,SUPERIOR,Galle,Galle,Imaduwa Divisional Secretariat,NULL,NULL
Bangalows,VILLA ROSA,"71/20, DODANWELA PASSAGE, ASGIRIYA, KANDY",5,DELUXE,Kandy,Kandy,Gagawata,80.623796,7.299604
Bangalows,AARA RESIDENCES,"9/4, DE SERAM ROAD, MOUNT LAVINIA",4,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Bangalows,MODERN CITY INN,"426, MAIN STREET, NEGAMBO",8,SUPERIOR,Gampaha,Gampaha,Negombo Divisional Secretariat,79.844831,7.212444
Bangalows,MAX WADIYA,"147,GALLE ROAD, (PARROT JUNCTION), URAWATTE, AMBALANGODA",3,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.057195,6.220452
Bangalows,LEISURE BUNGALOW,"101/18, MANIKPURAGAMA, WALLIMATAGAMA, KATARAGAMA",4,SUPERIOR,Moneragala,Katharagama,Moneragala Divisional Secretariat,NULL,NULL
Bangalows,BEDDEGAMA ECOPARK,"653/3, KAWANTHISSAPURA, TISSAMAHARAMA",7,DELUXE,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
Bangalows,COLOMBO LOFT,"365/3, R.A DE MEL MAWATHA, COLOMBO 3",1,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Bangalows,TAMARIND,"1/104, RAHULA MAWATHA, DIGANA",3,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.749437,7.265486
Bangalows,HILL SAFARI,"LOWER BRAY ESTATE, OHIYA",5,STANDARD,Badulla,Welimada Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.8563,6.797426
Bangalows,OAK RESIDENCIES,"NO. 83/2/1 & 83/2/2, SARATHCHANDRA DIAS MAWATHA, PAMUNUVILA, KIRIBATHGODA",4,DELUXE,Gampaha,Gampaha,Biyagama Divisional Secretariat,79.932283,6.970955
Bangalows,LALITH VILLA,"35, SAMUDRADEVI MAWATHA, ETHUL KOTTE",4,DELUXE,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,NULL,NULL
Bangalows,LANKA STAR BUNGALOW,"66/6, RATHNAYKE MAWATHA, PELAWATTE, BATTARAMULLA",4,DELUXE,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.926141,6.886401
Bangalows,WADDUWA BEACH VILLA,"36/17, SANATH PERERA MAWATHA, SOUTH THALPITIYA, WADDUWA",6,DELUXE,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.922982,6.670927
Bangalows,LOTUS CHALETS ECO HOTEL-UDAWALAWA,"PAHALA KUMBUKEWEWA, CANAL ROAD, MIGAHAJANDURA, SOORIYAWEWA",3,SUPERIOR,Hambantota,Hambantota,Sooriyawewa Divisional Secretariat,81.02264,6.365119
Bangalows,VILLA DE ROSHE,"60 6C, UNIQUE VIEW ROAD, NUWARA ELIYA",3,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.762589,6.963889
Bangalows,CRANFORD VILLA,"542, KAHAGOLLA, DIYATHALAWA",5,DELUXE,Badulla,Haputale,Bandarawela Divisional Secretariat,NULL,NULL
Bangalows,THE SHADY NOOK - DIGANA,"1/149, VICTORIA RANGE, KENGALLA",4,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.737145,7.288235
Bangalows,KANDY SALUBRIOUS RESIDENCE,"13/4, DEEKIRIMADAWALA, NATTARAMPOTHA",5,DELUXE,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
Bangalows,HATALE BUNGALOW,"392, MAIN STREET, MATALE",5,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.727487,7.374981
Bangalows,COCO VILLE,"WATERVILLE ESTATE, KUMBURUMULA ROAD, KALKUDA",3,DELUXE,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.565127,7.910318
Bangalows,KANDY HILLS BUNGALOW,"96/1, PUNCHI BOGAPITIYA, DUMARA MAWATHA, BALAGOLA",2,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
Bangalows,ESCONDITE,"17/2, SUDHARMAN MAWATHA, RAJAMAHA VIHARA ROAD, PITA-KOTTE",5,DELUXE,Colombo,Colombo,Battaramulla,79.913016,6.881239
Bangalows,LAKE VIEW VILLA,"LAKE VIEW VILLA, KATHALUWA, AHANGAMA.",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.346964,5.993668
Bangalows,HALA HOUSE COLOMBO,"NO 7, KOTHALAWALA GARDENS, COLOMBO 4",9,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
Bangalows,ELEPHANT REACH VILLA,"NO 686, KEGALLE - RAMBUKKANA ROAD, PINNAWALA",4,SUPERIOR,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.386898,7.304627
Bangalows,FIELD GARDEN,"NO 183/1, STATION MAWATHA, MAHARAGAMA",4,SUPERIOR,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
Bangalows,ZODA BOLGODA,"WADAKKARA KOTUWA, MEDAGAMA, BANDARAGAMA",3,SUPERIOR,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,NULL,NULL
Bangalows,ANCOOMBRA HOLIDAY BUNGALOW,"392, MAIN STREET, MATALE",4,DELUXE,Kandy,Kandy,Poojapitiya Divisional Secretariat,NULL,NULL
Bangalows,LIGHT HOUSE PROPERTY,"48, LIGHT HOUSE STREET, FORT, GALLE",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
Bangalows,AMBALAMA VILLA,"596, MATARA ROAD, DALAWELLA, UNAWATUNA",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.260597,6.00147
Bangalows,SATIN SANDS LANKA,"796, MATARA ROAD, MIHIRIPANNA, THALPE",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Bangalows,HERITAGE BUNGALOW (PVT) LTD,"NO 59, MIRISWATTE, PUWAKPITIYA",3,SUPERIOR,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,NULL,NULL
Bangalows,SHADY GROVE TOURIST BUNGALOW,"7, GANTHERA MAWATHA, WATAPULAWA, KANDY",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.6434,7.321631
Bangalows,VILLA PANORAMA,"429/5, SARASAVIGAMA ROAD, MAHAKANDA, HINDAGALA",6,DELUXE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.610235,7.224908
Bangalows,DIYAGAL VILLA,"42, PITAWALA ROAD, HIRIWADUNNA, PINNAWALA, RAMBUKKANA",4,SUPERIOR,Kegalle,Kegalle,Rambukkana Divisional Secretariat,80.387853,7.288899
Bangalows,KADUGANNAWA REACH,"YATANTALE, UDAMULLA",7,STANDARD,Kegalle,Kegalle,Mawanella Divisional Secretariat,NULL,NULL
Bangalows,COLOMBO VILLA,"16/6, CAMBRIDGE PLACE, COLOMBO 7",4,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.860018,6.907345
Bangalows,THE WIND,"16.B, ANDIYAMBALAMA",1,STANDARD,Gampaha,Gampaha,Katana Divisional Secretariat,NULL,NULL
Bangalows,LODGE 19,"NO 19, AVE MARIA ROAD, NEGOMBO",6,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,79.843006,7.214054
Bangalows,VILLA MAGGONA,"82/2, GALLE ROAD, MAGGONA",4,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Bangalows,ALLSPICE VILLA,"730A, KOTTE ROAD, ETHUL KOTTE",4,DELUXE,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,79.905837,6.895521
Bangalows,NEW OLD DUTCH HOUSE,"NO 21, MIDDLE STREET, FORT, GALLE",6,STANDARD,Galle,Galle,Galle Divisional Secretariat,80.21553,6.028071
Bangalows,THE PRIVACY ECO LODGE,"394, AKURALA, KAHAWA",3,STANDARD,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
Bangalows,KIRCHHAYN BUNGALOW,"KIRCHHAYN BUNGALOW, AISLABY FARM & ESTATE, BANDARAWELA",5,DELUXE,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.98351,6.864006
Bangalows,VILLA 4 U,"VILLA 4 U"", SHRAMADHANA MAWATHA, KALUWAMODARA, ALUTHGAMA",4,DELUXE,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.997339,6.444442
Bangalows,ECO JUNGLE HIDEOUT,"ECO JUNGLE HIDEOUT, BERAGAMA, MAKADURA, MULATIANA",4,SUPERIOR,Matara,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,80.566296,6.162424
Bangalows,GROVE SRI LANKA,"DIAS WATTE, ATTAVILLU, PALAVIA, PUTTALAM",2,DELUXE,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.843058,7.979181
Bangalows,JASMIN VILLA,"JASMIN VILLA, DAMBULLA ROAD, HABARANA",3,SUPERIOR,Anuradhapura,Anuradhapura,Palugaswewa,NULL,NULL
Bangalows,COCO PALMS,"COCO PALMS, YAKKALA ESTATE, TANK ROAD, IBBAGAMUWA",3,SUPERIOR,Kurunegala,Ibbagamuwa Pradeshiya Sabha,Ibbagamuwa Divisional Secretariat,NULL,NULL
Bangalows,SEVENAGAMA,"SEVANAGAMA ROAD, OFF TRINCO ROAD, HABARANA",4,SUPERIOR,Anuradhapura,Palugaswewa,Palugaswewa,80.75421,8.049015
Bangalows,KUMBUKGAS MANKADA-SIGIRIYA,"KUMBUKGAS MANKADA, AUDANGAWA, SIGIRIYA",3,SUPERIOR,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.743527,8.000215
Bangalows,VILLA 29 RATHNAGIRI,"NO. 29, RATNAGIRI, AKURALA,KAHAWA.",4,STANDARD,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
Bangalows,DUTCH HOUSE,"DUTCH HOUSE, ""SAGALA"",POONAGALA ROAD, BANDARAWELA",2,DELUXE,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.998309,6.824441
Bangalows,WHITE HOUSE-AMPARA,"NO 229, NEW TOWN, AMPARA",5,SUPERIOR,Ampara,Ampara,Ampara Divisional Secretariat,81.685484,7.299177
Bangalows,GOLDEN NEST VILLA,"NO 50 A, THAPODARAMA TEMPLE ROAD, HANTANA, KANDY",5,DELUXE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,NULL,NULL
Bangalows,15 L M D,"NO 87, LADY MANNING DRIVE , BATTICALOA",4,STANDARD,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,NULL,NULL
Bangalows,THE SANCTUARY BOUTIQUE BUNGALOW,"NO 29 ""DUMIDU SEVANA"", DEVI ROAD, WATAPULUWA, KANDY.",4,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
Bangalows,KIZUNA HOUSE,"MEEGAHAPALLASSA JUNCTION, MEEGAHAPALLASSA, WELIPANNAGAHAMULLA",4,DELUXE,Kurunegala,Udubaddawa Pradeshiya Sabha,Udubaddawa Divisional Secretariat,79.942617,7.446826
Bangalows,SUPUN VILLA,"SUPUN VILLA, PITARAMA, BENTOTA",5,DELUXE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.998279,6.42059
Bangalows,FERNCLIFF BOUTIQUE BUNGALOW,"NO 7/10,WEDDER BURN ROAD,NUWARA ELIYA",4,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.76969,6.971091
Bangalows,THE FICUS GROVE,"ANURADHAPURA ROAD,HABARANA",5,DELUXE,Anuradhapura,Pathahewaheta,Palugaswewa,80.745094,8.044281
Bangalows,COCOWORLD BUNGALOW,"MALIGAWA ESTATE,RANAWIRU SIRI NANDANA MAWATHA,HAMMALIYA,BANDARA KOSWATTA",2,SUPERIOR,Kurunegala,Panduwasnuwara Pradeshiya Sabha,Wariyapola Divisional Secretariat,NULL,NULL
Bangalows,VILLA CAPERS,"26,CHANDRALEKHA MAWATHA, COLOMBO 08",5,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.883241,6.915085
Bangalows,TAPPERS VILLAGE ESTATE BANGALOW,"JAYASUNDARAKELE, EPITAWALA WATTE, EPITAWALA, KIRIELLA",4,DELUXE,Ratnapura,Kuruwita Pradeshiya Sabha,Kiriella Divisional Secretariat,80.244119,6.743342
Bangalows,LAVONRICH BUNGLOW,"NO:154,MEEGOLLA WATTA,NALANDA",3,SUPERIOR,Matale,Matale,Naula Divisional Secretariat,NULL,NULL
Bangalows,MARLEY'S BEACH HOUSE,"MATARA ROAD, MIHIRIPANNA, THALPE, GALLE",2,DELUXE,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
Bangalows,WAVES,"TURTLE REACH, KAPUHENWALA ROAD, MARAKOLLIYA, TANGALLE",4,DELUXE,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
Bangalows,NISELRO HOLIDAY VILLA,"NO. 915A/11, PALLAKELE VILLAGE, KUNDASALE, KANDY",4,DELUXE,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
Bangalows,KANDY COTTAGE,"NO. 160, LADY GORDON DRIVE, KANDY",3,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.639766,7.301451
Bangalows,AKKARA DAHAYA,"VICTORS LAND, KIRIWELDOLA RD, BATAYAYA, DENIYAYA",3,DELUXE,Matara,Matara,Matara Divisional Secretariat,80.545213,6.358469
Bangalows,VILLA TARA,"SARATH GUNAWARDANA MAWATHA, WAULUGODA, 2ND CROSS STREET, HIKKADUWA, SRI LANKA",5,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.102254,6.135854
Bangalows,NATURES BLISS HOLIDAYS,"112/6, HETTIYAWATTA, ELAPITIWALA, RAGAMA",3,SUPERIOR,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,79.90494,7.01558
Bangalows,MOUNT VIEW BUNGLOW,"58/A,INDIGAHAGODALLA,AKURESSA ROAD,YAKKALAMULLA.",2,SUPERIOR,Galle,Galle,Yakkalamulla Divisional Secretariat,NULL,NULL
Bangalows,THE COVE,193 PORUTOTA ROAD KOCHCHIKADE,3,DELUXE,Gampaha,Negombo,Gampaha Divisional Secretariat,79.842018,7.250783
Bangalows,GALLE HILL TOP,"PALAGALAGODAKANDA, NAVINNA, ULUVITIKE (GALLE)",5,SUPERIOR,Galle,Bope,Thumpane Divisional Secretariat,80.209678,6.06871
Bangalows,25 RAMPART STREET,"NO.25, RAMPART STRET, FORT, GALLE.",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
Bangalows,SERENDIVA,"39,RANTHOTUWILA ROAD,HABURUGALA,BENTOTA.",4,DELUXE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
Bangalows,DIAMOND HILLS VILLA,"BOGAHAMULA HENA, THAMBILIDENIYA, MAHAWELA",3,DELUXE,Matale,Matale,Pallepola Divisional Secretariat,NULL,NULL
Bangalows,PALM HEAVEN,"STADIUM ROAD, ULHITIYAWA, WENNAPPUWA.",3,DELUXE,Puttalam,Negombo,Negombo Divisional Secretariat,NULL,NULL
Bangalows,VILLA ALICE AND FRIENDS,"NO.110C, HANATHOTUPOLA ROAD, NAINAMADAMA (EAST)",4,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,79.840965,7.31502
Bangalows,DIYANILLAKELLE ESTATE BUNGALOW,"DIYANILLAKELLE ESTATE BUNGALOW, DIYANILLAKELLE ESTATE,LINDULA.",5,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.669435,6.903036
Bangalows,BURTHARS BUNGALOW,"226/1,MOONPLAINS MAHAGASTOTA,NUWARA ELIYA",3,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
Bangalows,THE VILLA,"NO.49/37, NAGAHAMULLA ROAD, PELAWATTE, BATTARAMULLA.",4,DELUXE,Colombo,Colombo,Battaramulla,NULL,NULL
Bangalows,SAYORISATHURU VILLA.,NO 285/9 SOMAHIMI MAWATHA KOTHALAWALA KADUWELA.,4,STANDARD,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
Bangalows,VILLA GLENLOCH,"48,GLENLOCH ESTATE,KATUKITULA.",5,DELUXE,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.680021,7.078737
Bangalows,THE SAFFRON HOUSE,"WETAKEIYAGAHAHENA, PEHEMBIYA, DICKWELLA.",4,DELUXE,Matara,Dickwella,Dickwella Divisional Secretariat,80.704002,5.959839
Bangalows,STAY KANDY,"NO.79/63P, DODANWALA PASSAGE, KANDY.",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
Bangalows,VILLA 17,"17TH MILE POST, KALPITIYA ROAD, KANDAKUDAWA.",3,SUPERIOR,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,NULL,NULL
Bangalows,POINTE SUD,"MADIHA,KAMBURUGAMUWA,GODAKANDA,MATARA.",5,DELUXE,Matara,Matara,Matara Divisional Secretariat,NULL,NULL
Bangalows,SAMAUYANA HOLIDAY BUNGALOW,"KADUGANNAWA ROAD, BOWALA, GAMPOLA.",5,DELUXE,Kandy,Gampola,Gampola Divisional Secretariat,80.562739,7.251451
Bangalows,THE GREENDALE-WATAWALA,"63RD MILE POST, WATAWALA TEA ESTATE, AVISSAWELLA-HATTON RD, WATAWALA.",3,STANDARD,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,80.545954,6.934554
Bangalows,RAJA HOUSE,"39A, 39A/1, RAJASINGHE ROAD, COLOMBO 06.",4,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.859458,6.868215
Bangalows,HAVELOCK SANCTUARY,"425/15, HAVELOCK ROAD, COLOMBO 06.",3,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.868829,6.879174
Bangalows,BASILEA GUEST,"282/5, DIYARILLA ROAD, MORAGALLA, BERUWALA",6,SUPERIOR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.986403,6.454283
Bangalows,STUART HOUSE,"NO.08, MIHINDU MAWATHA, TANGALLE.",3,DELUXE,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
Bangalows,PARADISE COVE,"PARADISE COVE, HANWELLA, NILWELLA ROAD, DICKWELLA.",5,SUPERIOR,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
Bangalows,THIRASARA HOLIDAY RESORT,"NO.279, MAHASENPURA, TISSAMAHARAMAYA.",5,SUPERIOR,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.299168,6.297342
Bangalows,ADS BUNGALOW,"NO.156/14, 2ND STAGE, ANDAGALA ESTATE, BAMUNUGEDARA, KURUNEGALA.",5,SUPERIOR,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.371217,7.504404
Bangalows,RIVERPOOL HOLIDAY BUNGALOW,"NO.01, BARANDA COLONY, KATABOOLA-NAWALAPITIYA.",4,STANDARD,Kandy,Pasbage Korale Pradeshiya Sabha,Pasbage Korale Divisional Secretariat,80.584803,7.014959
Bangalows,218 HOLIDAY RESORT,218-KETAWALA-LEWLA(VIA KANDY),3,STANDARD,Kandy,Kandy,Gagawata,80.67853,7.258813
Bangalows,VILLA AMORE MIO BEACH,"GALLE ROAD,HABAKKALA,MAHA INDURUWA,80510",6,SUPERIOR,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.012281,6.365953
Bangalows,I.J. LAKE VIEW HOLIDAY BUNGALOW,"NO.66A, BONAVISTA ROAD, NUWARAELIYA.",3,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.774988,6.955038
Bangalows,SNOWDROP,"NO.77,ST-JOSEPH MAWATHA,ETTUKALA,NEGOMBO.",5,SUPERIOR,Gampaha,Negombo,Negombo Divisional Secretariat,79.844519,7.241739
Bangalows,SAGALA,"386/1 GALLE ROAD, KALUTHARA NORTH",3,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Bangalows,STRATHDON BUNGALOW,"STRATHDON ESTATE, (HATTON-AWISSAWELLA ROAD), HATTON.",4,DELUXE,Nuwara Eliya,Hatton-Dickoya,Ambagamuwa Divisional Secretariat,NULL,NULL
Bangalows,SRI BEACH,"BEACH ROAD, MUDUKATUWA NORTH, MARAWILA.",4,SUPERIOR,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.818184,7.407049
Bangalows,SAMUDRA VILLA,"TALIMUDDARA GEWATTA,MATARA ROAD,TALPE.",2,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Bangalows,AQUA BEACH,"GURUPOKUNA, HUNGAMA.",4,SUPERIOR,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
Bangalows,ROYAL GUEST HOUSE,"351/8/A, RANKOTHVEHERA ROAD, NISSHANKAMALLAPURA, POLONNARUWA.",4,STANDARD,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,NULL,NULL
Bangalows,GALAHA TEA BUNGALOW,"GALAHA ESTATE BIG BUNGALOW,MORAGOLLA ROAD,GALAHA.",4,DELUXE,Kandy,Kandy,Delthota Divisional Secretariat,80.663933,7.203967
